seats,is_trial,tenure_days,total_subscriptions,active_subscriptions,churned_subscriptions,total_mrr,avg_mrr,max_mrr,total_arr,num_upgrades,num_downgrades,num_trials,has_auto_renew,pct_annual_billing,subscription_duration_avg,sub_churn_ratio,ever_upgraded,ever_downgraded,net_plan_movement,total_usage_events,total_usage_count,avg_usage_count,total_usage_duration_secs,avg_usage_duration_secs,total_error_count,avg_error_count,unique_features_used,beta_feature_usage_count,usage_days,days_since_last_usage,error_rate,feature_breadth_ratio,usage_density,total_tickets,avg_resolution_hours,max_resolution_hours,avg_first_response_mins,avg_satisfaction_score,min_satisfaction_score,num_escalated,num_urgent_tickets,num_high_tickets,pct_urgent,escalation_rate,has_low_satisfaction,critical_ticket_count,churn_event_count,total_refund_usd,avg_refund_usd,had_preceding_upgrade,had_preceding_downgrade,is_reactivation,days_since_last_churn,plan_tier_encoded,latest_plan_tier_encoded,tenure_bucket_encoded,seats_bucket_encoded,recency_bucket_encoded,industry_Cybersecurity,industry_DevTools,industry_EdTech,industry_FinTech,industry_HealthTech,country_AU,country_CA,country_DE,country_FR,country_IN,country_UK,country_US,referral_source_ads,referral_source_event,referral_source_organic,referral_source_other,referral_source_partner,main_churn_reason_budget,main_churn_reason_competitor,main_churn_reason_features,main_churn_reason_none,main_churn_reason_pricing,main_churn_reason_support,main_churn_reason_unknown,target
15,0,130,7,7,0,26514,3787.714285714286,14527,318168,2,0,1,1,0.5714285714285714,84.14285714285714,0.0,1,0,2,41,404,9.853658536585366,127486,3109.4146341463415,20,0.4878048780487805,23,4,39,5,0.4878048780487805,0.575,1.0512820512820513,4.0,45.0,70.0,29.5,3.25,3.0,0.0,2.0,0.0,0.5,0.0,0.0,2.0,1.0,0.0,0.0,False,False,False,125.0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2,0,101,9,7,2,3551,394.55555555555554,988,42612,0,0,1,1,0.4444444444444444,50.22222222222222,0.2222222222222222,0,0,0,49,492,10.040816326530612,167226,3412.7755102040815,24,0.4897959183673469,27,6,48,24,0.4897959183673469,0.675,1.0208333333333333,5.0,26.4,62.0,105.8,4.333333333333333,3.0,0.0,2.0,2.0,0.4,0.0,0.0,4.0,0.0,0.0,0.0,False,False,False,0.0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
8,1,25,7,6,1,5606,800.8571428571429,3528,67272,0,0,1,1,0.42857142857142855,15.571428571428571,0.14285714285714285,0,0,0,36,329,9.13888888888889,78244,2173.4444444444443,17,0.4722222222222222,23,6,34,6,0.4722222222222222,0.575,1.0588235294117647,4.0,16.5,19.0,84.75,3.6666666666666665,3.0,0.0,1.0,2.0,0.25,0.0,0.0,3.0,3.0,99.76,33.25333333333334,True,False,False,4.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
19,0,360,16,12,4,42404,2650.25,10945,508848,2,0,1,1,0.625,202.875,0.25,1,0,2,72,730,10.13888888888889,212801,2955.5694444444443,58,0.8055555555555556,34,8,68,2,0.8055555555555556,0.85,1.0588235294117647,6.0,49.5,72.0,108.16666666666667,4.0,3.0,1.0,1.0,2.0,0.16666666666666666,0.16666666666666666,0.0,3.0,2.0,0.0,0.0,False,False,False,333.0,2,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
31,0,71,7,7,0,39614,5659.142857142857,33830,475368,2,1,3,1,0.5714285714285714,24.428571428571427,0.0,1,1,1,34,334,9.823529411764707,106338,3127.5882352941176,18,0.5294117647058824,23,4,34,1,0.5294117647058824,0.575,1.0,5.0,35.6,61.0,105.8,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,False,False,19.0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
5,0,606,8,5,3,3409,426.125,1194,40908,0,0,2,1,0.5,377.75,0.375,0,0,0,45,475,10.555555555555555,129707,2882.3777777777777,40,0.8888888888888888,27,6,44,6,0.8888888888888888,0.675,1.0227272727272727,3.0,13.666666666666666,19.0,66.66666666666667,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,False,False,False,0.0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
16,0,77,15,14,1,44564,2970.9333333333334,12935,534768,0,0,3,1,0.6666666666666666,29.866666666666667,0.06666666666666667,0,0,0,69,705,10.217391304347826,201426,2919.217391304348,37,0.5362318840579711,34,8,67,16,0.5362318840579711,0.85,1.0298507462686568,4.0,29.25,66.0,48.5,4.0,3.0,0.0,1.0,3.0,0.25,0.0,0.0,4.0,2.0,0.0,0.0,False,True,False,7.0,1,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
8,0,482,9,9,0,16650,1850.0,9261,199800,0,0,2,1,0.5555555555555556,218.88888888888889,0.0,0,0,0,50,509,10.18,147802,2956.04,29,0.58,29,5,50,17,0.58,0.725,1.0,10.0,42.5,67.0,101.8,3.7142857142857144,3.0,0.0,3.0,3.0,0.3,0.0,0.0,6.0,1.0,261.49,261.49,False,False,False,105.0,0,2,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
37,1,164,13,13,0,38975,2998.076923076923,7363,467700,1,0,4,1,0.7692307692307693,75.84615384615384,0.0,1,0,1,64,653,10.203125,201897,3154.640625,30,0.46875,33,7,63,2,0.46875,0.825,1.0158730158730158,4.0,24.0,51.0,90.75,3.5,3.0,0.0,1.0,1.0,0.25,0.0,0.0,2.0,0.0,0.0,0.0,False,False,False,0.0,1,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
31,1,580,15,14,1,48456,3230.4,9751,581472,2,2,1,1,0.4666666666666667,312.3333333333333,0.06666666666666667,1,1,0,70,665,9.5,216015,3085.9285714285716,50,0.7142857142857143,33,7,64,12,0.7142857142857143,0.825,1.09375,4.0,46.5,68.0,82.0,3.5,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,False,False,False,346.0,0,2,3,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
25,0,178,11,11,0,34538,3139.818181818182,6965,414456,0,2,0,1,0.45454545454545453,102.0909090909091,0.0,0,1,-2,67,714,10.656716417910447,218189,3256.5522388059703,55,0.8208955223880597,35,8,65,14,0.8208955223880597,0.875,1.0307692307692307,4.0,57.5,71.0,39.0,4.0,3.0,1.0,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,False,False,False,0.0,2,2,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
23,0,705,5,5,0,14250,2850.0,4577,171000,0,1,0,1,0.4,372.2,0.0,0,1,-1,34,366,10.764705882352942,120907,3556.0882352941176,14,0.4117647058823529,28,1,34,3,0.4117647058823529,0.7,1.0,2.0,31.0,39.0,156.5,3.5,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,35.6,35.6,False,False,False,424.0,2,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
8,0,400,15,13,2,12125,808.3333333333334,4776,145500,1,1,4,1,0.5333333333333333,221.0,0.13333333333333333,1,1,0,64,605,9.453125,183355,2864.921875,45,0.703125,34,6,57,21,0.703125,0.85,1.1228070175438596,3.0,33.0,48.0,50.666666666666664,5.0,5.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,False,False,False,0.0,0,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
17,0,300,9,8,1,14279,1586.5555555555557,3430,171348,0,0,1,1,0.3333333333333333,145.77777777777777,0.1111111111111111,0,0,0,49,487,9.938775510204081,150663,3074.7551020408164,33,0.673469387755102,31,6,49,9,0.673469387755102,0.775,1.0,3.0,42.666666666666664,65.0,86.33333333333333,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,True,False,False,196.0,1,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
58,0,272,9,8,1,28130,3125.5555555555557,11542,337560,1,1,4,1,0.5555555555555556,111.11111111111111,0.1111111111111111,1,1,0,44,456,10.363636363636363,143313,3257.1136363636365,21,0.4772727272727273,27,5,43,2,0.4772727272727273,0.675,1.0232558139534884,6.0,44.333333333333336,70.0,116.83333333333333,3.5,3.0,1.0,2.0,1.0,0.3333333333333333,0.16666666666666666,0.0,3.0,0.0,0.0,0.0,False,False,False,0.0,1,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
14,0,216,6,4,2,18500,3083.3333333333335,6169,222000,0,0,0,1,0.6666666666666666,70.33333333333333,0.3333333333333333,0,0,0,21,202,9.619047619047619,73161,3483.8571428571427,9,0.42857142857142855,19,0,21,62,0.42857142857142855,0.475,1.0,6.0,43.5,59.0,89.0,4.333333333333333,3.0,0.0,1.0,3.0,0.16666666666666666,0.0,0.0,4.0,4.0,99.38000000000001,24.845000000000002,True,False,False,8.0,2,2,2,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
41,0,57,8,7,1,16307,2038.375,3381,195684,0,2,0,1,0.5,30.875,0.125,0,1,-2,42,405,9.642857142857142,118945,2832.0238095238096,36,0.8571428571428571,24,5,41,23,0.8571428571428571,0.6,1.024390243902439,3.0,11.0,18.0,78.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,False,True,True,39.0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
23,0,241,12,11,1,41641,3470.0833333333335,14129,499692,1,0,3,1,0.5,99.5,0.08333333333333333,1,0,1,59,587,9.94915254237288,185616,3146.0338983050847,38,0.6440677966101694,27,6,57,65,0.6440677966101694,0.675,1.0350877192982457,4.0,30.75,67.0,59.75,3.6666666666666665,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,1,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
3,0,2,13,11,2,33491,2576.230769230769,10348,401892,1,0,0,1,0.5384615384615384,1.3846153846153846,0.15384615384615385,1,0,1,62,582,9.387096774193548,162411,2619.532258064516,48,0.7741935483870968,32,9,61,6,0.7741935483870968,0.8,1.0163934426229508,5.0,31.4,49.0,90.4,4.0,3.0,1.0,1.0,2.0,0.2,0.2,0.0,3.0,1.0,0.0,0.0,False,False,False,1.0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
11,0,109,12,12,0,24489,2040.75,12139,293868,1,1,2,1,0.5,63.5,0.0,1,1,0,65,680,10.461538461538462,205877,3167.3384615384616,45,0.6923076923076923,33,6,62,1,0.6923076923076923,0.825,1.0483870967741935,4.0,47.25,69.0,83.25,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
51,0,83,5,5,0,31416,6283.2,10149,376992,1,0,1,1,0.8,27.0,0.0,1,0,1,33,326,9.878787878787879,106943,3240.6969696969695,22,0.6666666666666666,23,4,33,20,0.6666666666666666,0.575,1.0,3.0,42.333333333333336,70.0,76.66666666666667,3.5,3.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,2.0,1.0,0.0,0.0,False,False,False,50.0,1,2,0,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
83,0,120,8,8,0,44322,5540.25,16517,531864,2,0,2,1,0.75,46.75,0.0,1,0,2,40,414,10.35,145878,3646.95,24,0.6,31,5,39,72,0.6,0.775,1.0256410256410255,2.0,48.5,60.0,85.0,4.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,False,False,False,97.0,2,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
50,0,291,7,7,0,40525,5789.285714285715,12736,486300,1,1,1,1,0.42857142857142855,114.85714285714286,0.0,1,1,0,42,430,10.238095238095237,108408,2581.1428571428573,22,0.5238095238095238,22,5,40,3,0.5238095238095238,0.55,1.05,4.0,42.25,57.0,78.25,3.75,3.0,0.0,1.0,2.0,0.25,0.0,0.0,3.0,1.0,64.98,64.98,False,False,False,288.0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
17,0,65,7,6,1,18926,2703.714285714286,7363,227112,0,1,0,1,0.14285714285714285,24.714285714285715,0.14285714285714285,0,1,-1,33,339,10.272727272727273,115488,3499.6363636363635,10,0.30303030303030304,25,1,33,9,0.30303030303030304,0.625,1.0,8.0,29.125,69.0,111.5,3.6666666666666665,3.0,0.0,5.0,1.0,0.625,0.0,0.0,6.0,0.0,0.0,0.0,False,False,False,0.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
8,0,269,10,10,0,12244,1224.4,4378,146928,1,1,2,1,0.8,105.0,0.0,1,1,0,56,586,10.464285714285714,161188,2878.3571428571427,28,0.5,28,9,54,9,0.5,0.7,1.037037037037037,5.0,42.2,57.0,107.4,4.333333333333333,4.0,0.0,2.0,1.0,0.4,0.0,0.0,3.0,0.0,0.0,0.0,False,False,False,0.0,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
8,0,306,5,4,1,7507,1501.4,6766,90084,0,1,1,1,0.6,206.8,0.2,0,1,-1,28,309,11.035714285714286,100420,3586.4285714285716,11,0.39285714285714285,21,3,28,1,0.39285714285714285,0.525,1.0,5.0,34.8,62.0,79.4,4.333333333333333,4.0,1.0,2.0,0.0,0.4,0.2,0.0,2.0,3.0,18.81,6.27,True,False,True,42.0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
50,0,470,8,8,0,13325,1665.625,3675,159900,0,0,0,1,0.5,176.25,0.0,0,0,0,41,436,10.634146341463415,142933,3486.170731707317,34,0.8292682926829268,27,5,39,4,0.8292682926829268,0.675,1.0512820512820513,4.0,32.0,64.0,55.25,4.5,4.0,0.0,2.0,0.0,0.5,0.0,0.0,2.0,1.0,0.0,0.0,False,False,False,264.0,0,0,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
26,0,638,7,6,1,21930,3132.8571428571427,10348,263160,1,0,0,1,0.2857142857142857,314.42857142857144,0.14285714285714285,1,0,1,42,416,9.904761904761905,127197,3028.5,17,0.40476190476190477,26,3,41,14,0.40476190476190477,0.65,1.024390243902439,5.0,38.6,68.0,51.0,4.0,3.0,0.0,1.0,4.0,0.2,0.0,0.0,5.0,2.0,88.27,44.135,False,False,False,185.0,2,2,3,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
12,1,350,12,12,0,23942,1995.1666666666667,14129,287304,0,1,2,1,0.4166666666666667,195.91666666666666,0.0,0,1,-1,49,512,10.448979591836734,153943,3141.6938775510203,21,0.42857142857142855,29,5,47,4,0.42857142857142855,0.725,1.0425531914893618,6.0,29.166666666666668,54.0,83.16666666666667,4.0,3.0,0.0,3.0,0.0,0.5,0.0,0.0,3.0,0.0,0.0,0.0,False,False,False,0.0,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
13,0,156,12,10,2,29433,2452.75,19502,353196,1,1,3,1,0.3333333333333333,89.08333333333333,0.16666666666666666,1,1,0,70,708,10.114285714285714,203309,2904.4142857142856,40,0.5714285714285714,32,14,68,2,0.5714285714285714,0.8,1.0294117647058822,4.0,33.0,62.0,101.25,3.75,3.0,1.0,0.0,2.0,0.0,0.25,0.0,2.0,2.0,4.03,2.015,False,False,False,46.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9,0,50,11,10,1,20664,1878.5454545454545,5174,247968,1,2,1,1,0.45454545454545453,28.363636363636363,0.09090909090909091,1,1,-1,63,595,9.444444444444445,172726,2741.6825396825398,44,0.6984126984126984,32,10,62,17,0.6984126984126984,0.8,1.0161290322580645,4.0,32.75,56.0,35.5,4.0,3.0,0.0,1.0,1.0,0.25,0.0,0.0,2.0,4.0,147.54999999999998,36.887499999999996,False,True,True,16.0,1,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,0,117,16,14,2,24062,1503.875,13930,288744,4,0,3,1,0.375,63.4375,0.125,1,0,4,63,618,9.80952380952381,195039,3095.8571428571427,29,0.4603174603174603,28,8,59,5,0.4603174603174603,0.7,1.0677966101694916,8.0,29.25,60.0,49.0,4.4,3.0,0.0,4.0,2.0,0.5,0.0,0.0,6.0,0.0,0.0,0.0,False,False,False,0.0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
64,1,514,8,8,0,46912,5864.0,12736,562944,1,3,1,1,0.625,270.375,0.0,1,1,-2,53,510,9.622641509433961,164068,3095.622641509434,47,0.8867924528301887,26,7,53,19,0.8867924528301887,0.65,1.0,7.0,41.714285714285715,70.0,129.57142857142858,4.4,3.0,0.0,1.0,3.0,0.14285714285714285,0.0,0.0,4.0,0.0,0.0,0.0,False,False,False,0.0,0,2,3,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,0,373,8,7,1,13310,1663.75,7761,159720,2,0,1,1,0.625,266.0,0.125,1,0,2,37,384,10.378378378378379,146093,3948.4594594594596,28,0.7567567567567568,25,3,37,24,0.7567567567567568,0.625,1.0,4.0,29.25,58.0,91.0,3.0,3.0,0.0,2.0,1.0,0.5,0.0,0.0,3.0,2.0,0.0,0.0,True,True,False,25.0,2,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
18,1,500,13,12,1,20293,1561.0,3582,243516,0,2,0,1,0.8461538461538461,224.69230769230768,0.07692307692307693,0,1,-2,69,722,10.46376811594203,216880,3143.1884057971015,34,0.4927536231884058,34,7,64,21,0.4927536231884058,0.85,1.078125,3.0,24.0,40.0,83.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,2.0,3.0,58.37,19.456666666666667,True,False,False,203.0,2,0,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4,0,40,7,7,0,10299,1471.2857142857142,3184,123588,0,0,0,1,0.5714285714285714,22.857142857142858,0.0,0,0,0,36,348,9.666666666666666,103023,2861.75,19,0.5277777777777778,22,2,36,58,0.5277777777777778,0.55,1.0,1.0,53.0,53.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.6,6.6,False,False,False,34.0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
4,1,547,16,15,1,22933,1433.3125,10149,275196,1,0,2,1,0.5,228.75,0.0625,1,0,1,71,722,10.169014084507042,206401,2907.056338028169,31,0.43661971830985913,37,8,71,21,0.43661971830985913,0.925,1.0,6.0,43.5,70.0,80.5,4.333333333333333,4.0,0.0,2.0,2.0,0.3333333333333333,0.0,0.0,4.0,1.0,0.0,0.0,False,False,False,2.0,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
16,1,372,6,5,1,12567,2094.5,6766,150804,0,0,0,1,1.0,169.16666666666666,0.16666666666666666,0,0,0,30,273,9.1,88751,2958.366666666667,18,0.6,21,3,27,20,0.6,0.525,1.1111111111111112,9.0,44.44444444444444,72.0,99.44444444444444,4.142857142857143,4.0,0.0,3.0,2.0,0.3333333333333333,0.0,0.0,5.0,0.0,0.0,0.0,False,False,False,0.0,2,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
12,0,58,18,16,2,34198,1899.888888888889,5572,410376,2,0,1,1,0.4444444444444444,17.444444444444443,0.1111111111111111,1,0,2,80,773,9.6625,240908,3011.35,43,0.5375,34,6,78,26,0.5375,0.85,1.0256410256410255,3.0,25.666666666666668,55.0,86.33333333333333,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,False,False,False,2.0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
10,0,188,11,9,2,21770,1979.090909090909,6169,261240,0,1,1,1,0.45454545454545453,77.0,0.18181818181818182,0,1,-1,54,503,9.314814814814815,147590,2733.1481481481483,19,0.35185185185185186,26,7,53,18,0.35185185185185186,0.65,1.0188679245283019,2.0,63.0,70.0,49.5,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
4,0,570,11,11,0,16168,1469.8181818181818,5970,194016,0,1,1,1,0.45454545454545453,245.36363636363637,0.0,0,1,-1,56,607,10.839285714285714,183498,3276.75,39,0.6964285714285714,28,6,54,23,0.6964285714285714,0.7,1.037037037037037,5.0,37.4,70.0,72.0,5.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,True,False,False,39.0,2,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
9,0,121,11,10,1,11893,1081.1818181818182,2058,142716,0,0,2,1,0.45454545454545453,55.27272727272727,0.09090909090909091,0,0,0,54,529,9.796296296296296,141489,2620.1666666666665,38,0.7037037037037037,32,6,54,23,0.7037037037037037,0.8,1.0,5.0,48.4,64.0,72.4,3.0,3.0,0.0,2.0,1.0,0.4,0.0,0.0,3.0,0.0,0.0,0.0,False,False,False,0.0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
10,1,99,5,5,0,6797,1359.4,3781,81564,0,1,1,1,0.6,66.0,0.0,0,1,-1,27,299,11.074074074074074,98740,3657.037037037037,14,0.5185185185185185,25,1,27,32,0.5185185185185185,0.625,1.0,2.0,28.0,29.0,61.5,4.0,3.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,2.0,0.0,0.0,True,False,False,29.0,1,0,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
25,0,54,15,14,1,16984,1132.2666666666667,4975,203808,0,0,3,1,0.4666666666666667,28.533333333333335,0.06666666666666667,0,0,0,64,633,9.890625,185462,2897.84375,39,0.609375,32,9,60,3,0.609375,0.8,1.0666666666666667,4.0,31.25,55.0,93.75,3.0,3.0,0.0,2.0,2.0,0.5,0.0,0.0,4.0,1.0,0.0,0.0,False,False,False,8.0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
5,0,452,16,13,3,18559,1159.9375,7363,222708,3,1,4,1,0.4375,213.125,0.1875,1,1,2,70,714,10.2,186370,2662.4285714285716,54,0.7714285714285715,30,8,67,5,0.7714285714285715,0.75,1.044776119402985,5.0,49.0,71.0,76.4,4.0,4.0,0.0,1.0,1.0,0.2,0.0,0.0,2.0,3.0,0.0,0.0,False,False,False,68.0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,1,291,3,3,0,1695,565.0,1372,20340,0,0,1,1,0.6666666666666666,150.0,0.0,0,0,0,15,141,9.4,23149,1543.2666666666667,5,0.3333333333333333,12,1,15,36,0.3333333333333333,0.3,1.0,3.0,29.333333333333332,66.0,71.33333333333333,4.5,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,False,False,False,287.0,1,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3,0,192,12,11,1,20042,1670.1666666666667,8756,240504,0,0,2,1,0.5833333333333334,69.08333333333333,0.08333333333333333,0,0,0,68,703,10.338235294117647,220928,3248.9411764705883,36,0.5294117647058824,36,3,67,11,0.5294117647058824,0.9,1.0149253731343284,1.0,45.0,45.0,37.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.2,2.066666666666667,True,False,True,21.0,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2,0,675,4,4,0,2919,729.75,1791,35028,1,0,0,1,0.0,376.25,0.0,1,0,1,14,139,9.928571428571429,43097,3078.3571428571427,10,0.7142857142857143,12,4,13,12,0.7142857142857143,0.3,1.0769230769230769,7.0,20.0,41.0,67.57142857142857,4.8,4.0,0.0,1.0,3.0,0.14285714285714285,0.0,0.0,4.0,2.0,0.0,0.0,False,False,True,269.0,0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
38,0,470,5,5,0,21022,4204.4,7562,252264,0,0,0,1,0.4,238.6,0.0,0,0,0,24,230,9.583333333333334,60120,2505.0,13,0.5416666666666666,19,3,23,14,0.5416666666666666,0.475,1.0434782608695652,2.0,31.5,42.0,21.5,3.0,3.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,2.0,0.0,0.0,False,False,False,289.0,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
22,0,291,11,11,0,24398,2218.0,7960,292776,1,1,1,1,0.45454545454545453,108.72727272727273,0.0,1,1,0,49,502,10.244897959183673,154668,3156.4897959183672,29,0.5918367346938775,32,4,46,13,0.5918367346938775,0.8,1.065217391304348,2.0,24.5,29.0,52.0,4.0,4.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,False,False,False,0.0,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
45,1,496,9,8,1,19402,2155.777777777778,11741,232824,3,0,3,1,0.7777777777777778,257.6666666666667,0.1111111111111111,1,0,3,41,420,10.24390243902439,144249,3518.268292682927,14,0.34146341463414637,27,3,41,6,0.34146341463414637,0.675,1.0,7.0,40.42857142857143,65.0,96.57142857142857,3.6666666666666665,3.0,0.0,1.0,5.0,0.14285714285714285,0.0,0.0,6.0,1.0,5.27,5.27,False,False,False,175.0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
